,label,man_score,woman_score,white_score,black_score,asian_score,flant5_xxl_base,flant5_xxl_male,flant5_xxl_female,flant5_xxl_white,flant5_xxl_black,flant5_xxl_asian,flan_ul2_base,flan_ul2_male,flan_ul2_female,flan_ul2_white,flan_ul2_black,flan_ul2_asian,tulu2_7b_base,tulu2_7b_male,tulu2_7b_female,tulu2_7b_white,tulu2_7b_black,tulu2_7b_asian,tulu2_13b_base,tulu2_13b_male,tulu2_13b_female,tulu2_13b_white,tulu2_13b_black,tulu2_13b_asian,gpt35_base,gpt35_male,gpt35_female,gpt35_white,gpt35_black,gpt35_asian,gpt4_base,gpt4_male,gpt4_female,gpt4_white,gpt4_black,gpt4_asian
flant5_xxl_black,0.7515063794535827,0.6446780537627869,0.6967856033988933,0.7305749501004983,0.5434063592714655,0.5664952846153224,0.9546089878843377,0.9711049157673431,0.9652023949204941,0.9763318968332811,1.0,0.9456439259053353,0.7875857413899716,0.7783947402297307,0.7803259797296288,0.794317099912621,0.7643695338538594,0.8019103574465881,0.6328221760503545,0.628127825911942,0.6376125861879215,0.6351316493699315,0.665311610276279,0.6571619910143667,0.6874431673234351,0.6596397622871624,0.6622028295620134,0.6540846559554974,0.6488223481710408,0.6741803042866878,0.724464243697331,0.7052487372066598,0.700305317736696,0.6736981478802293,0.615152201169379,0.6123160255272467,0.7952253535933045,0.7796857472541364,0.7729240544377539,0.773259570579254,0.7299450336432682,0.7728821064385214
flant5_xxl_asian,0.7422985500078559,0.6399744869322925,0.6873913230667524,0.7222392783306851,0.5433418454029422,0.5607698458211874,0.9469208208206288,0.9519981251617398,0.956929101961075,0.9427788268874957,0.9456439259053353,1.0,0.778093192443936,0.7644546483336904,0.7691641858922317,0.784919733781464,0.7545292376350213,0.7966635323945547,0.6235602194911042,0.615331590498711,0.6251869868585103,0.6259946328086581,0.6514214358964938,0.6493026034584103,0.6906907026942266,0.6618053154381108,0.6665453335886342,0.6551446356192452,0.6497968733357994,0.6740972164452236,0.72711440195837,0.7051376494654151,0.7037259788016675,0.6785630908132207,0.6241489731780101,0.618656904351975,0.7862102649934116,0.7713813376545237,0.7664536045531789,0.7643452872276548,0.7192115052679703,0.7730923792943848
flan_ul2_base,0.712399281134602,0.6168746158303391,0.6516241384082453,0.6912953374268748,0.5242308538261735,0.5185290275014033,0.7903789075815568,0.7852989944333058,0.7825421457140297,0.7895774495076997,0.7875857413899716,0.778093192443936,1.0,0.9405389383032052,0.9386092636133835,0.9542218616127169,0.9075178397707744,0.9064616089769688,0.6345588286856512,0.6316277901885823,0.6324507427320252,0.6440750790975375,0.6685029987615534,0.6631124581572186,0.6640151680765399,0.6449417918460377,0.6401632320334153,0.6442663460704688,0.6478374823220999,0.6486214128986617,0.7194255881964282,0.7144037803643016,0.6974659065815146,0.6762238637028454,0.6162219911840829,0.6142423082077041,0.7606509984220576,0.7590261491357925,0.7453598130249925,0.7475156221509733,0.7049620891328529,0.7382718665452294
flan_ul2_male,0.7011434901905008,0.6124201294308045,0.6377332631135517,0.6804768866586293,0.5140176771104575,0.504361277995585,0.78180213563693,0.7759416720369675,0.7733600540601264,0.7790008282022178,0.7783947402297307,0.7644546483336904,0.9405389383032052,1.0,0.9394019248313589,0.9450913104019706,0.911765298018553,0.8936179157644603,0.6362735872661964,0.6297526999611561,0.6362656922850489,0.649064899570938,0.6720235706559854,0.6688865986670997,0.6497940528096118,0.6328952273295083,0.6285186389527474,0.6315665298913697,0.6356193524219732,0.6333622421260855,0.7042225425777691,0.697629953627756,0.6818158462703242,0.6641998755915336,0.6054558687542364,0.6037103682951772,0.741884803284691,0.7426218530935476,0.7279453727234294,0.7309945412871302,0.6898509791945321,0.7197476722679721
flan_ul2_female,0.7011377185121872,0.6113156153681208,0.6356680678179255,0.680583424696543,0.5135956665338278,0.5035819238025112,0.7843505529276217,0.7757997475063685,0.7770074524807196,0.7817222441277466,0.7803259797296288,0.7691641858922317,0.9386092636133835,0.9394019248313589,1.0,0.942662158459317,0.9223158659187325,0.9124576706512322,0.6395052957022122,0.634806702458072,0.6399547974007329,0.6420602001200881,0.6730493773392772,0.6648541190755065,0.6495156970135625,0.6287279303927077,0.6307485626525955,0.632957744874283,0.6333746958232807,0.6294249514499671,0.7064090180929326,0.7014397200889317,0.6871032411150613,0.6649136496980006,0.613074621063154,0.6068049567647908,0.7410075433093865,0.7404527167506136,0.7267238151362883,0.7276382473748194,0.6822256712763783,0.7194272955327767
flan_ul2_white,0.7080493993224642,0.6163124347284077,0.6439170467086328,0.6871115551513844,0.5198419755790415,0.4988401548405416,0.7957314296148873,0.790793141453573,0.7892382900999181,0.7948970227440642,0.794317099912621,0.784919733781464,0.9542218616127169,0.9450913104019706,0.942662158459317,1.0,0.9196751905341806,0.9154322837283659,0.6388820202952591,0.6358667233655778,0.6397604813690557,0.645305992274342,0.6730338151500501,0.6648974062972404,0.656033436628307,0.636914307347814,0.6331475758798549,0.6367177829742395,0.6423623279519427,0.6409998458735945,0.7102220028208712,0.7042759795862202,0.6910460087609459,0.6668960158477479,0.606430440777242,0.6067599349440951,0.7530940829301809,0.7516486547979483,0.7375076820990099,0.7429999469768981,0.6995576413729269,0.7306951376553102
flan_ul2_black,0.6868725858147601,0.602421292944383,0.6206864147549005,0.6652333336305488,0.5112632706204414,0.4947998392544507,0.7745245801756366,0.7625072871122671,0.7636310820017779,0.76627522035437,0.7643695338538594,0.7545292376350213,0.9075178397707744,0.911765298018553,0.9223158659187325,0.9196751905341806,1.0,0.9160085675065026,0.6259257624702675,0.6245051056298023,0.6242809172684839,0.6277179640651996,0.6556854628441049,0.6467080993205689,0.6315523959375622,0.6094049934196096,0.6089232093309035,0.612699019217409,0.61252632054707,0.613298864369866,0.6898215055835171,0.683799047765478,0.669089559469095,0.6517894044513927,0.6077237647293121,0.6004752738363626,0.7150471642371236,0.7141346121227128,0.7002512499040956,0.7008042771963715,0.6566513943148569,0.6999239992730947
flan_ul2_asian,0.7041061210387469,0.6136820131191891,0.6387345433457927,0.6853613669219524,0.5113518093150319,0.5099368059972139,0.8064045034575916,0.8010689529629486,0.8005288559798243,0.8018954616596484,0.8019103574465881,0.7966635323945547,0.9064616089769688,0.8936179157644603,0.9124576706512322,0.9154322837283659,0.9160085675065026,1.0,0.6356004024411832,0.6391596328271805,0.6359511665650092,0.6414791515820829,0.6628342961757897,0.6572112369905557,0.6604502659432211,0.6361702064749072,0.6306570149958783,0.6388523520811169,0.6340012656178078,0.6444290736133154,0.7152921004576898,0.7039969269325189,0.6897877115652957,0.6708966587027366,0.6202296512524136,0.6134570782055387,0.7413131759027454,0.7399369663779297,0.728228056740602,0.7275658095553784,0.6767204853583988,0.7286642075690348
tulu2_7b_base,0.6495312216164989,0.5433427164218779,0.599606832649933,0.6347920731678042,0.47198658222176826,0.45856073180688006,0.6428317536584104,0.6345163028262122,0.6338823959963162,0.6324866185599728,0.6328221760503545,0.6235602194911042,0.6345588286856512,0.6362735872661964,0.6395052957022122,0.6388820202952591,0.6259257624702675,0.6356004024411832,1.0,0.8889315964957787,0.8735128970391878,0.8345148977142698,0.8258603940636936,0.8407856016710855,0.6778101196150425,0.6486492513648673,0.6477007426440642,0.6598332764778954,0.6494503080508925,0.6363176713730415,0.6703182714654623,0.6557952962620525,0.6591868287631135,0.6232902565178673,0.5914339245966458,0.5833071692350635,0.6746642176862517,0.6664304527416673,0.666625220014961,0.6671306065073161,0.632237038832599,0.6715754085489407
tulu2_7b_male,0.6504702350090044,0.5543766168079577,0.5997718919915436,0.637527587790847,0.47018907632953627,0.4591953775074857,0.6367864627462194,0.62743181842351,0.6266742884051931,0.6294993593509196,0.628127825911942,0.615331590498711,0.6316277901885823,0.6297526999611561,0.634806702458072,0.6358667233655778,0.6245051056298023,0.6391596328271805,0.8889315964957787,1.0,0.9275914946095838,0.8704004737224977,0.8388100036095089,0.8567823174999073,0.6587862403452925,0.6327502351477057,0.631633718736986,0.6502351088479597,0.6497653879388255,0.6213325129484669,0.666670067296512,0.6510824938157811,0.6538407859154484,0.61728007645078,0.5873179103352706,0.5783265568306255,0.6682796842282198,0.6636545113753111,0.6651270137409627,0.6602476239910433,0.6305441086126403,0.6639807846882545
tulu2_7b_female,0.6503160609228591,0.5553742372330813,0.5980612353607276,0.6360167057583747,0.46724985977612965,0.4575090531710561,0.6429127604741547,0.6346325851724914,0.6337422312809582,0.6385207144731759,0.6376125861879215,0.6251869868585103,0.6324507427320252,0.6362656922850489,0.6399547974007329,0.6397604813690557,0.6242809172684839,0.6359511665650092,0.8735128970391878,0.9275914946095838,1.0,0.8755361257736984,0.8544776748974223,0.8752708815150851,0.6698874910263168,0.6495341338222426,0.6499375263873994,0.6586510638094198,0.6550320415379903,0.632759168133905,0.6623338356489102,0.6512989023438954,0.6511187388743225,0.6174797816257811,0.5836186085261401,0.5785077584192039,0.6694534135651687,0.665990003845168,0.6708341132612701,0.6639567847980078,0.6394013525911089,0.667097777271266
tulu2_7b_white,0.6489022948755189,0.5589596215328946,0.5986619095271635,0.638870980443074,0.4567395905420104,0.4383840339452542,0.6366955411081837,0.6315136966319574,0.6290604136526146,0.6370651640580776,0.6351316493699315,0.6259946328086581,0.6440750790975375,0.649064899570938,0.6420602001200881,0.645305992274342,0.6277179640651996,0.6414791515820829,0.8345148977142698,0.8704004737224977,0.8755361257736984,1.0,0.8790676392322468,0.8819976758722081,0.6662410275044052,0.6593192618130008,0.653525325903187,0.6652034474076716,0.6681826236196162,0.6485791640645517,0.6829430731944959,0.6678288368985026,0.6688842223345595,0.6341434604914075,0.5907910568290807,0.5863380634155682,0.6847888277850307,0.6905947659523306,0.6884439442347,0.6895647431473145,0.6700530149561126,0.6829372889202485
tulu2_7b_black,0.6737745714781318,0.5732888063107368,0.6198033786082568,0.6584201416529634,0.4835200480441951,0.45420684126700395,0.665725496366207,0.660812610622516,0.658638714784355,0.6657629908501227,0.665311610276279,0.6514214358964938,0.6685029987615534,0.6720235706559854,0.6730493773392772,0.6730338151500501,0.6556854628441049,0.6628342961757897,0.8258603940636936,0.8388100036095089,0.8544776748974223,0.8790676392322468,1.0,0.9033222916362004,0.6852323874626216,0.6851144085025869,0.6812066388665502,0.6867980093435286,0.6949534389141594,0.6658067692224571,0.710600383422923,0.7055388916997029,0.6983809801810509,0.6701898390290844,0.6189698864090292,0.6079667850336097,0.7220471077346986,0.7234184526330018,0.7201824074454201,0.7239458354071016,0.7104756889073374,0.7119064609012556
tulu2_7b_asian,0.6769485059566457,0.572960240484728,0.6271724381823767,0.6635654803204817,0.4813164674532052,0.4579828871314602,0.6657610090576843,0.6544700043040105,0.6540515846994597,0.660436757406426,0.6571619910143667,0.6493026034584103,0.6631124581572186,0.6688865986670997,0.6648541190755065,0.6648974062972404,0.6467080993205689,0.6572112369905557,0.8407856016710855,0.8567823174999073,0.8752708815150851,0.8819976758722081,0.9033222916362004,1.0,0.6905418332623214,0.684805489072828,0.6804523716602796,0.6940542869776481,0.6978142886613674,0.6756610208851362,0.701011897608003,0.6920271104046911,0.688072390476021,0.658457488775953,0.6100817391085578,0.6119402437293738,0.7165371924495197,0.7122849915537824,0.7133057135427868,0.7157155030008217,0.6927442085230502,0.7148223163224419
tulu2_13b_base,0.6784951092722821,0.5636616900216057,0.6360978681293522,0.657928388273939,0.486214632619564,0.515233357052134,0.6985073014948688,0.68850182558167,0.6894031895688852,0.6984436882984453,0.6874431673234351,0.6906907026942266,0.6640151680765399,0.6497940528096118,0.6495156970135625,0.656033436628307,0.6315523959375622,0.6604502659432211,0.6778101196150425,0.6587862403452925,0.6698874910263168,0.6662410275044052,0.6852323874626216,0.6905418332623214,1.0,0.8624492370550835,0.8521045999591658,0.8682682214578796,0.8132768954065724,0.8291671697386703,0.726916277216476,0.7107338771696995,0.7210068964611245,0.6859318624789907,0.6380101817390208,0.6399459092049272,0.7334337096884033,0.723497250066913,0.7312528205391667,0.7339449970359663,0.6941999473394115,0.7433417048355345
tulu2_13b_male,0.6477325538983628,0.5424722218485512,0.6055110660395769,0.6259650229013436,0.48148360771743137,0.4990080688672885,0.6691311931501591,0.6564250012227677,0.6566625313624735,0.6713619901456133,0.6596397622871624,0.6618053154381108,0.6449417918460377,0.6328952273295083,0.6287279303927077,0.636914307347814,0.6094049934196096,0.6361702064749072,0.6486492513648673,0.6327502351477057,0.6495341338222426,0.6593192618130008,0.6851144085025869,0.684805489072828,0.8624492370550835,1.0,0.9074954330109487,0.8799195357951356,0.8551388345326824,0.8626057967551494,0.7049154760038066,0.693685671250424,0.7014975439134501,0.6760372048251303,0.616946325199652,0.6118858444713976,0.723793492601506,0.7216581592606255,0.7233780255743918,0.7305664926718526,0.7038162336975913,0.7288957493587747
tulu2_13b_female,0.6461038349058975,0.5425647688370532,0.6014980138895499,0.626766783424702,0.4752038041747677,0.4987097423058855,0.6722226864915641,0.66311848339236,0.664155141183972,0.6750360404155323,0.6622028295620134,0.6665453335886342,0.6401632320334153,0.6285186389527474,0.6307485626525955,0.6331475758798549,0.6089232093309035,0.6306570149958783,0.6477007426440642,0.631633718736986,0.6499375263873994,0.653525325903187,0.6812066388665502,0.6804523716602796,0.8521045999591658,0.9074954330109487,1.0,0.8563220303910869,0.8361090119696383,0.8722973634537297,0.7050117197525648,0.6984290542489285,0.7093955644812016,0.6824246961575171,0.6276625016512145,0.6204201199954488,0.7289430484902341,0.7187305535247159,0.7261699206820939,0.7257373562540742,0.7014213318028149,0.7335200218071517
tulu2_13b_white,0.6552352219632483,0.5477050174422985,0.6134432738940705,0.6317786465567952,0.48014192113205545,0.5112338998376722,0.6629153389654583,0.6516557982154185,0.6511886587679582,0.6669621727201681,0.6540846559554974,0.6551446356192452,0.6442663460704688,0.6315665298913697,0.632957744874283,0.6367177829742395,0.612699019217409,0.6388523520811169,0.6598332764778954,0.6502351088479597,0.6586510638094198,0.6652034474076716,0.6867980093435286,0.6940542869776481,0.8682682214578796,0.8799195357951356,0.8563220303910869,1.0,0.8776607196547925,0.8394039096522743,0.7194641289740183,0.7052189169181197,0.7135537527295657,0.6833903053590238,0.6264960190642017,0.6248054991621487,0.7232115498528293,0.7190288361532458,0.7255960654594059,0.7309692975988595,0.7017503249223018,0.7348790966819898
tulu2_13b_black,0.652165208674187,0.548532453541411,0.6084309101926751,0.6311648929483266,0.47739200959404854,0.4974282123096534,0.6544678172873128,0.6433219131101774,0.6395476775180208,0.6584836094928996,0.6488223481710408,0.6497968733357994,0.6478374823220999,0.6356193524219732,0.6333746958232807,0.6423623279519427,0.61252632054707,0.6340012656178078,0.6494503080508925,0.6497653879388255,0.6550320415379903,0.6681826236196162,0.6949534389141594,0.6978142886613674,0.8132768954065724,0.8551388345326824,0.8361090119696383,0.8776607196547925,1.0,0.8286433019340838,0.7087853165893385,0.6975016285917375,0.700704770083377,0.6773450692984823,0.6101334243936185,0.611041020680497,0.7269549804345401,0.7304935520362625,0.7326240815396542,0.7401297044218214,0.7268010234704488,0.7329336677566712
tulu2_13b_asian,0.660860054360036,0.5515463685821748,0.6187986279563107,0.641697786681562,0.48569544577829715,0.5068933730477863,0.6785037244176543,0.6735358733292863,0.6721751360606826,0.6825627867525634,0.6741803042866878,0.6740972164452236,0.6486214128986617,0.6333622421260855,0.6294249514499671,0.6409998458735945,0.613298864369866,0.6444290736133154,0.6363176713730415,0.6213325129484669,0.632759168133905,0.6485791640645517,0.6658067692224571,0.6756610208851362,0.8291671697386703,0.8626057967551494,0.8722973634537297,0.8394039096522743,0.8286433019340838,1.0,0.7167357628501727,0.7041354666068157,0.7096131327283726,0.6853855973646198,0.6255776810671134,0.6263396760346535,0.7303545555612801,0.7277754342095296,0.7324509476932121,0.7350265692684403,0.7093847562238824,0.742746107272923
gpt35_base,0.7596713052144459,0.6450805408436968,0.7100821777145295,0.7362217326026687,0.5497082463123404,0.5716174818280078,0.7360478375904719,0.7286713011420131,0.7339981285212298,0.7318033911982876,0.724464243697331,0.72711440195837,0.7194255881964282,0.7042225425777691,0.7064090180929326,0.7102220028208712,0.6898215055835171,0.7152921004576898,0.6703182714654623,0.666670067296512,0.6623338356489102,0.6829430731944959,0.710600383422923,0.701011897608003,0.726916277216476,0.7049154760038066,0.7050117197525648,0.7194641289740183,0.7087853165893385,0.7167357628501727,1.0,0.9288549774949832,0.9334324016992674,0.8788478557107188,0.7831914395371986,0.7916764497276814,0.8061931422750218,0.80578033129567,0.8011185563153161,0.8018769313460326,0.764574664523154,0.8040275928924705
gpt35_male,0.7392696405292549,0.6288398796552324,0.6894720330948181,0.7148356469242122,0.5314658733224491,0.5587222348290869,0.7171726448812004,0.710727767655916,0.7132276167033905,0.7124547684992724,0.7052487372066598,0.7051376494654151,0.7144037803643016,0.697629953627756,0.7014397200889317,0.7042759795862202,0.683799047765478,0.7039969269325189,0.6557952962620525,0.6510824938157811,0.6512989023438954,0.6678288368985026,0.7055388916997029,0.6920271104046911,0.7107338771696995,0.693685671250424,0.6984290542489285,0.7052189169181197,0.6975016285917375,0.7041354666068157,0.9288549774949832,1.0,0.9153036957964148,0.897403064461593,0.7910029513781964,0.7885957892037583,0.7888912101651393,0.7928929998073069,0.7849034489886821,0.7871992873240812,0.755152660843622,0.7867774456464227
gpt35_female,0.7514367178549034,0.6385767935687355,0.6990425033967357,0.727119564097785,0.5472996887253265,0.5636766959734989,0.7129140295987416,0.7049340663828583,0.7103989084593636,0.7090350472458364,0.700305317736696,0.7037259788016675,0.6974659065815146,0.6818158462703242,0.6871032411150613,0.6910460087609459,0.669089559469095,0.6897877115652957,0.6591868287631135,0.6538407859154484,0.6511187388743225,0.6688842223345595,0.6983809801810509,0.688072390476021,0.7210068964611245,0.7014975439134501,0.7093955644812016,0.7135537527295657,0.700704770083377,0.7096131327283726,0.9334324016992674,0.9153036957964148,1.0,0.8772352596900045,0.8128629921445556,0.8233470442225704,0.7901406910999458,0.7880795186691736,0.7909224990958457,0.7891642631405743,0.751550080169758,0.7943976380303993
gpt35_white,0.7107986955329851,0.6072636339886153,0.6622785607435344,0.6888018834010253,0.5139467907181412,0.5306929352716376,0.6875782010030685,0.6798614954528555,0.684385490769306,0.6851559568928917,0.6736981478802293,0.6785630908132207,0.6762238637028454,0.6641998755915336,0.6649136496980006,0.6668960158477479,0.6517894044513927,0.6708966587027366,0.6232902565178673,0.61728007645078,0.6174797816257811,0.6341434604914075,0.6701898390290844,0.658457488775953,0.6859318624789907,0.6760372048251303,0.6824246961575171,0.6833903053590238,0.6773450692984823,0.6853855973646198,0.8788478557107188,0.897403064461593,0.8772352596900045,1.0,0.8295917318978322,0.81545108415632,0.7666919550648248,0.7661077014440867,0.759873395973435,0.7620310381193836,0.7332538492289904,0.76100761087347
gpt35_black,0.6609321954519088,0.5692245734414434,0.6118006523530717,0.6442825681805624,0.4839568929327248,0.4965335622376295,0.6310745832768926,0.62420753855783,0.6298673760817395,0.627746971701791,0.615152201169379,0.6241489731780101,0.6162219911840829,0.6054558687542364,0.613074621063154,0.606430440777242,0.6077237647293121,0.6202296512524136,0.5914339245966458,0.5873179103352706,0.5836186085261401,0.5907910568290807,0.6189698864090292,0.6100817391085578,0.6380101817390208,0.616946325199652,0.6276625016512145,0.6264960190642017,0.6101334243936185,0.6255776810671134,0.7831914395371986,0.7910029513781964,0.8128629921445556,0.8295917318978322,1.0,0.8471616569225157,0.6897190464113446,0.6879467265192758,0.683120462929451,0.6852868284700638,0.651607769785903,0.6920568363699656
