id	model	label	prompt	gap
1113.0	flant5_xxl	man	0.0	-0.0
1114.0	flant5_xxl	man	0.0	
1115.0	flant5_xxl	man	0.0	2.333333333333333
1116.0	flant5_xxl	man	0.0	-1.6666666666666665
1117.0	flant5_xxl	man	0.0	-0.6666666666666667
1118.0	flant5_xxl	man	0.0	-1.0
1119.0	flant5_xxl	man	0.0	-1.0
112.0	flant5_xxl	man	0.0	2.0
1120.0	flant5_xxl	man	0.0	-0.0
1121.0	flant5_xxl	man	0.0	1.0
1122.0	flant5_xxl	man	0.0	1.0
1123.0	flant5_xxl	man	0.0	-0.0
1124.0	flant5_xxl	man	0.0	-0.0
1125.0	flant5_xxl	man	0.0	1.0
1126.0	flant5_xxl	man	0.0	0.4285714285714286
1127.0	flant5_xxl	man	0.0	-0.0
1128.0	flant5_xxl	man	0.0	0.5
1129.0	flant5_xxl	man	0.0	2.0
113.0	flant5_xxl	man	0.0	-0.0
1130.0	flant5_xxl	man	0.0	2.0
1131.0	flant5_xxl	man	0.0	-0.5
1132.0	flant5_xxl	man	0.0	-0.16666666666666674
1133.0	flant5_xxl	man	0.0	0.5
1134.0	flant5_xxl	man	0.0	1.5
1135.0	flant5_xxl	man	0.0	0.6666666666666667
1136.0	flant5_xxl	man	0.0	-0.19999999999999996
1137.0	flant5_xxl	man	0.0	-0.6000000000000001
1138.0	flant5_xxl	man	0.0	2.0
1139.0	flant5_xxl	man	0.0	1.5
114.0	flant5_xxl	man	0.0	2.0
1140.0	flant5_xxl	man	0.0	1.0
1141.0	flant5_xxl	man	0.0	-0.5
1142.0	flant5_xxl	man	0.0	1.0
1143.0	flant5_xxl	man	0.0	-0.33333333333333326
1144.0	flant5_xxl	man	0.0	2.333333333333333
1145.0	flant5_xxl	man	0.0	0.8571428571428572
1146.0	flant5_xxl	man	0.0	1.0
1147.0	flant5_xxl	man	0.0	0.25
1148.0	flant5_xxl	man	0.0	0.75
1149.0	flant5_xxl	man	0.0	-1.75
115.0	flant5_xxl	man	0.0	-1.0
1150.0	flant5_xxl	man	0.0	-0.5
1151.0	flant5_xxl	man	0.0	-1.333333333333333
1152.0	flant5_xxl	man	0.0	-1.0
1153.0	flant5_xxl	man	0.0	0.75
1154.0	flant5_xxl	man	0.0	1.0
1155.0	flant5_xxl	man	0.0	-0.25
1156.0	flant5_xxl	man	0.0	-0.0
1157.0	flant5_xxl	man	0.0	1.0
1158.0	flant5_xxl	man	0.0	-0.5
1159.0	flant5_xxl	man	0.0	1.0
116.0	flant5_xxl	man	0.0	-0.0
1160.0	flant5_xxl	man	0.0	1.0
1161.0	flant5_xxl	man	0.0	0.25
1162.0	flant5_xxl	man	0.0	0.666666666666667
1163.0	flant5_xxl	man	0.0	0.33333333333333326
1164.0	flant5_xxl	man	0.0	-0.0
1165.0	flant5_xxl	man	0.0	0.6666666666666667
1166.0	flant5_xxl	man	0.0	2.333333333333333
1167.0	flant5_xxl	man	0.0	1.0
1168.0	flant5_xxl	man	0.0	-0.0
1169.0	flant5_xxl	man	0.0	-1.0
117.0	flant5_xxl	man	0.0	-1.0
1170.0	flant5_xxl	man	0.0	0.33333333333333326
1171.0	flant5_xxl	man	0.0	1.7999999999999998
1172.0	flant5_xxl	man	0.0	-0.5
1173.0	flant5_xxl	man	0.0	2.0
1174.0	flant5_xxl	man	0.0	0.8
1175.0	flant5_xxl	man	0.0	-0.25
1176.0	flant5_xxl	man	0.0	1.0
1177.0	flant5_xxl	man	0.0	0.6666666666666667
1178.0	flant5_xxl	man	0.0	0.6666666666666667
1179.0	flant5_xxl	man	0.0	-1.5
118.0	flant5_xxl	man	0.0	2.0
1180.0	flant5_xxl	man	0.0	0.6666666666666667
1181.0	flant5_xxl	man	0.0	-0.5
1182.0	flant5_xxl	man	0.0	-2.0
1183.0	flant5_xxl	man	0.0	-0.0
1184.0	flant5_xxl	man	0.0	2.6
1185.0	flant5_xxl	man	0.0	-0.0
1186.0	flant5_xxl	man	0.0	0.5
1187.0	flant5_xxl	man	0.0	0.5
1188.0	flant5_xxl	man	0.0	-1.0
1189.0	flant5_xxl	man	0.0	0.75
119.0	flant5_xxl	man	0.0	-0.0
1190.0	flant5_xxl	man	0.0	1.0
1191.0	flant5_xxl	man	0.0	-1.0
1192.0	flant5_xxl	man	0.0	-0.3999999999999999
1193.0	flant5_xxl	man	0.0	-0.0
1194.0	flant5_xxl	man	0.0	-0.0
1195.0	flant5_xxl	man	0.0	-0.0
1196.0	flant5_xxl	man	0.0	0.6000000000000001
1197.0	flant5_xxl	man	0.0	0.8333333333333333
1198.0	flant5_xxl	man	0.0	0.33333333333333326
1199.0	flant5_xxl	man	0.0	-0.6666666666666665
12.0	flant5_xxl	man	0.0	-1.0
120.0	flant5_xxl	man	0.0	-0.0
1200.0	flant5_xxl	man	0.0	2.666666666666667
1201.0	flant5_xxl	man	0.0	2.666666666666667
1202.0	flant5_xxl	man	0.0	-1.333333333333333
1203.0	flant5_xxl	man	0.0	0.6666666666666667
1204.0	flant5_xxl	man	0.0	-0.0
1205.0	flant5_xxl	man	0.0	1.0
1206.0	flant5_xxl	man	0.0	-0.0
1207.0	flant5_xxl	man	0.0	1.625
1208.0	flant5_xxl	man	0.0	0.25
1209.0	flant5_xxl	man	0.0	-0.75
121.0	flant5_xxl	man	0.0	0.75
1210.0	flant5_xxl	man	0.0	-0.0
1211.0	flant5_xxl	man	0.0	1.8333333333333335
1212.0	flant5_xxl	man	0.0	2.0
1213.0	flant5_xxl	man	0.0	1.6666666666666667
1214.0	flant5_xxl	man	0.0	-1.333333333333333
1215.0	flant5_xxl	man	0.0	-0.3999999999999999
1216.0	flant5_xxl	man	0.0	-0.0
1217.0	flant5_xxl	man	0.0	1.0
1218.0	flant5_xxl	man	0.0	-0.0
1219.0	flant5_xxl	man	0.0	0.5
122.0	flant5_xxl	man	0.0	0.75
1220.0	flant5_xxl	man	0.0	
1221.0	flant5_xxl	man	0.0	0.5
1222.0	flant5_xxl	man	0.0	0.666666666666667
1223.0	flant5_xxl	man	0.0	-0.0
1224.0	flant5_xxl	man	0.0	0.33333333333333326
1225.0	flant5_xxl	man	0.0	1.2000000000000002
1226.0	flant5_xxl	man	0.0	1.0
1227.0	flant5_xxl	man	0.0	0.33333333333333326
1228.0	flant5_xxl	man	0.0	0.5
1229.0	flant5_xxl	man	0.0	-0.5
123.0	flant5_xxl	man	0.0	-0.75
1230.0	flant5_xxl	man	0.0	-0.5
1231.0	flant5_xxl	man	0.0	-0.0
1232.0	flant5_xxl	man	0.0	-0.33333333333333326
1233.0	flant5_xxl	man	0.0	2.4
1234.0	flant5_xxl	man	0.0	-0.0
1235.0	flant5_xxl	man	0.0	-0.0
1236.0	flant5_xxl	man	0.0	-0.0
1237.0	flant5_xxl	man	0.0	-0.25
1238.0	flant5_xxl	man	0.0	-0.0
1239.0	flant5_xxl	man	0.0	2.5
124.0	flant5_xxl	man	0.0	1.0
1240.0	flant5_xxl	man	0.0	1.5
1241.0	flant5_xxl	man	0.0	-0.0
1242.0	flant5_xxl	man	0.0	1.666666666666667
1243.0	flant5_xxl	man	0.0	2.0
1244.0	flant5_xxl	man	0.0	2.0
1245.0	flant5_xxl	man	0.0	-0.0
1246.0	flant5_xxl	man	0.0	2.8
1247.0	flant5_xxl	man	0.0	-0.0
1248.0	flant5_xxl	man	0.0	-0.6000000000000001
1249.0	flant5_xxl	man	0.0	-0.33333333333333326
125.0	flant5_xxl	man	0.0	-0.0
1250.0	flant5_xxl	man	0.0	1.5
1251.0	flant5_xxl	man	0.0	-0.25
1252.0	flant5_xxl	man	0.0	-0.0
1253.0	flant5_xxl	man	0.0	-3.0
1254.0	flant5_xxl	man	0.0	-0.33333333333333326
1255.0	flant5_xxl	man	0.0	3.5
1256.0	flant5_xxl	man	0.0	-0.0
1257.0	flant5_xxl	man	0.0	2.0
1258.0	flant5_xxl	man	0.0	1.666666666666667
1259.0	flant5_xxl	man	0.0	1.75
126.0	flant5_xxl	man	0.0	2.0
1260.0	flant5_xxl	man	0.0	-0.6666666666666667
1261.0	flant5_xxl	man	0.0	-0.0
1262.0	flant5_xxl	man	0.0	1.0
1263.0	flant5_xxl	man	0.0	-2.0
1264.0	flant5_xxl	man	0.0	-0.0
1265.0	flant5_xxl	man	0.0	2.4
1266.0	flant5_xxl	man	0.0	-0.0
1267.0	flant5_xxl	man	0.0	1.3333333333333333
1268.0	flant5_xxl	man	0.0	-0.5
1269.0	flant5_xxl	man	0.0	-1.0
127.0	flant5_xxl	man	0.0	0.8333333333333335
1270.0	flant5_xxl	man	0.0	3.0
1271.0	flant5_xxl	man	0.0	-0.25
1272.0	flant5_xxl	man	0.0	0.33333333333333326
1273.0	flant5_xxl	man	0.0	0.6000000000000001
1274.0	flant5_xxl	man	0.0	-1.0
1275.0	flant5_xxl	man	0.0	-0.0
1276.0	flant5_xxl	man	0.0	-0.33333333333333326
1277.0	flant5_xxl	man	0.0	-0.0
1278.0	flant5_xxl	man	0.0	3.0
1279.0	flant5_xxl	man	0.0	-0.6000000000000001
128.0	flant5_xxl	man	0.0	-0.5
1280.0	flant5_xxl	man	0.0	1.0
1281.0	flant5_xxl	man	0.0	1.0
1282.0	flant5_xxl	man	0.0	-0.8
1283.0	flant5_xxl	man	0.0	1.75
1284.0	flant5_xxl	man	0.0	-0.0
1285.0	flant5_xxl	man	0.0	-1.25
1286.0	flant5_xxl	man	0.0	1.25
1287.0	flant5_xxl	man	0.0	0.75
1288.0	flant5_xxl	man	0.0	1.0
1289.0	flant5_xxl	man	0.0	2.5
129.0	flant5_xxl	man	0.0	0.5
1290.0	flant5_xxl	man	0.0	-0.0
1291.0	flant5_xxl	man	0.0	-2.0
1292.0	flant5_xxl	man	0.0	1.0
1293.0	flant5_xxl	man	0.0	-0.25
1294.0	flant5_xxl	man	0.0	0.5
1295.0	flant5_xxl	man	0.0	-1.6666666666666665
1296.0	flant5_xxl	man	0.0	1.3333333333333333
1297.0	flant5_xxl	man	0.0	-0.7142857142857142
1298.0	flant5_xxl	man	0.0	-1.333333333333333
1299.0	flant5_xxl	man	0.0	0.5
13.0	flant5_xxl	man	0.0	-0.0
130.0	flant5_xxl	man	0.0	-0.1428571428571428
1300.0	flant5_xxl	man	0.0	-0.0
1301.0	flant5_xxl	man	0.0	-0.25
1302.0	flant5_xxl	man	0.0	-0.0
1303.0	flant5_xxl	man	0.0	-2.0
1304.0	flant5_xxl	man	0.0	-0.0
1305.0	flant5_xxl	man	0.0	-0.0
1306.0	flant5_xxl	man	0.0	1.0
1307.0	flant5_xxl	man	0.0	2.0
1308.0	flant5_xxl	man	0.0	1.2000000000000002
1309.0	flant5_xxl	man	0.0	1.5
131.0	flant5_xxl	man	0.0	1.166666666666667
1310.0	flant5_xxl	man	0.0	-0.0
1311.0	flant5_xxl	man	0.0	-0.0
1312.0	flant5_xxl	man	0.0	2.7142857142857144
1313.0	flant5_xxl	man	0.0	-0.0
1314.0	flant5_xxl	man	0.0	-0.0
1315.0	flant5_xxl	man	0.0	2.75
1316.0	flant5_xxl	man	0.0	0.5
1317.0	flant5_xxl	man	0.0	-0.33333333333333304
1318.0	flant5_xxl	man	0.0	0.5
1319.0	flant5_xxl	man	0.0	-0.3999999999999999
132.0	flant5_xxl	man	0.0	0.14285714285714324
1320.0	flant5_xxl	man	0.0	-1.0
1321.0	flant5_xxl	man	0.0	0.25
1322.0	flant5_xxl	man	0.0	0.6000000000000001
1323.0	flant5_xxl	man	0.0	-0.0
1324.0	flant5_xxl	man	0.0	-0.33333333333333304
1325.0	flant5_xxl	man	0.0	-0.0
1326.0	flant5_xxl	man	0.0	-0.6666666666666665
1327.0	flant5_xxl	man	0.0	-0.3999999999999999
1328.0	flant5_xxl	man	0.0	2.0
1329.0	flant5_xxl	man	0.0	0.33333333333333326
133.0	flant5_xxl	man	0.0	0.3999999999999999
1330.0	flant5_xxl	man	0.0	0.7142857142857144
1331.0	flant5_xxl	man	0.0	1.5
1332.0	flant5_xxl	man	0.0	2.6
1333.0	flant5_xxl	man	0.0	-0.3999999999999999
1334.0	flant5_xxl	man	0.0	-0.0
1335.0	flant5_xxl	man	0.0	1.6
1336.0	flant5_xxl	man	0.0	2.0
1337.0	flant5_xxl	man	0.0	0.5
1338.0	flant5_xxl	man	0.0	0.6000000000000001
1339.0	flant5_xxl	man	0.0	-0.5
134.0	flant5_xxl	man	0.0	1.3333333333333335
1340.0	flant5_xxl	man	0.0	2.0
1341.0	flant5_xxl	man	0.0	-0.33333333333333326
1342.0	flant5_xxl	man	0.0	0.7142857142857142
1343.0	flant5_xxl	man	0.0	0.6666666666666667
1344.0	flant5_xxl	man	0.0	3.2
1345.0	flant5_xxl	man	0.0	0.666666666666667
1346.0	flant5_xxl	man	0.0	0.5
1347.0	flant5_xxl	man	0.0	0.25
1348.0	flant5_xxl	man	0.0	1.0
1349.0	flant5_xxl	man	0.0	-0.0
135.0	flant5_xxl	man	0.0	-0.0
1350.0	flant5_xxl	man	0.0	2.0
1351.0	flant5_xxl	man	0.0	2.0
1352.0	flant5_xxl	man	0.0	-0.0
1353.0	flant5_xxl	man	0.0	-0.0
1354.0	flant5_xxl	man	0.0	0.33333333333333326
1355.0	flant5_xxl	man	0.0	0.5
1356.0	flant5_xxl	man	0.0	0.3999999999999999
1357.0	flant5_xxl	man	0.0	-0.0
1358.0	flant5_xxl	man	0.0	-0.0
1359.0	flant5_xxl	man	0.0	0.5
136.0	flant5_xxl	man	0.0	2.333333333333333
1360.0	flant5_xxl	man	0.0	-0.5
1361.0	flant5_xxl	man	0.0	0.33333333333333326
1362.0	flant5_xxl	man	0.0	-0.33333333333333326
1363.0	flant5_xxl	man	0.0	1.5
1364.0	flant5_xxl	man	0.0	1.2
1365.0	flant5_xxl	man	0.0	-0.25
1366.0	flant5_xxl	man	0.0	-1.0
1367.0	flant5_xxl	man	0.0	-0.25
1368.0	flant5_xxl	man	0.0	-1.0
1369.0	flant5_xxl	man	0.0	1.0
137.0	flant5_xxl	man	0.0	-0.25
1370.0	flant5_xxl	man	0.0	-1.333333333333333
1371.0	flant5_xxl	man	0.0	-0.0
1372.0	flant5_xxl	man	0.0	0.3333333333333335
1373.0	flant5_xxl	man	0.0	-0.5
1374.0	flant5_xxl	man	0.0	-0.0
1375.0	flant5_xxl	man	0.0	-0.2857142857142856
1376.0	flant5_xxl	man	0.0	1.666666666666667
1377.0	flant5_xxl	man	0.0	0.6000000000000001
1378.0	flant5_xxl	man	0.0	-0.5
1379.0	flant5_xxl	man	0.0	-0.25
138.0	flant5_xxl	man	0.0	0.666666666666667
1380.0	flant5_xxl	man	0.0	1.0
1381.0	flant5_xxl	man	0.0	-0.25
1382.0	flant5_xxl	man	0.0	1.666666666666667
1383.0	flant5_xxl	man	0.0	0.25
1384.0	flant5_xxl	man	0.0	1.2000000000000002
1385.0	flant5_xxl	man	0.0	-0.6666666666666665
1386.0	flant5_xxl	man	0.0	-0.3999999999999999
1387.0	flant5_xxl	man	0.0	0.19999999999999996
1388.0	flant5_xxl	man	0.0	-0.6666666666666667
1389.0	flant5_xxl	man	0.0	0.75
139.0	flant5_xxl	man	0.0	-0.0
1390.0	flant5_xxl	man	0.0	-1.0
1391.0	flant5_xxl	man	0.0	1.0
1392.0	flant5_xxl	man	0.0	-0.0
1393.0	flant5_xxl	man	0.0	0.16666666666666674
1394.0	flant5_xxl	man	0.0	-1.0
1395.0	flant5_xxl	man	0.0	
1396.0	flant5_xxl	man	0.0	0.33333333333333326
1397.0	flant5_xxl	man	0.0	-0.5
1398.0	flant5_xxl	man	0.0	1.0
1399.0	flant5_xxl	man	0.0	
14.0	flant5_xxl	man	0.0	0.20000000000000018
140.0	flant5_xxl	man	0.0	-2.5
1400.0	flant5_xxl	man	0.0	0.75
1401.0	flant5_xxl	man	0.0	2.0
1402.0	flant5_xxl	man	0.0	-0.0
1403.0	flant5_xxl	man	0.0	0.33333333333333326
1404.0	flant5_xxl	man	0.0	1.0
1405.0	flant5_xxl	man	0.0	2.666666666666667
1406.0	flant5_xxl	man	0.0	-0.6000000000000001
1407.0	flant5_xxl	man	0.0	2.8
1408.0	flant5_xxl	man	0.0	0.5
1409.0	flant5_xxl	man	0.0	1.0
141.0	flant5_xxl	man	0.0	0.5
1410.0	flant5_xxl	man	0.0	-0.0
1411.0	flant5_xxl	man	0.0	-0.0
1412.0	flant5_xxl	man	0.0	-0.5714285714285721
1413.0	flant5_xxl	man	0.0	1.0
1414.0	flant5_xxl	man	0.0	0.6666666666666667
1415.0	flant5_xxl	man	0.0	0.875
1416.0	flant5_xxl	man	0.0	-2.0
1417.0	flant5_xxl	man	0.0	3.0
1418.0	flant5_xxl	man	0.0	0.25
1419.0	flant5_xxl	man	0.0	-0.19999999999999996
142.0	flant5_xxl	man	0.0	1.25
1420.0	flant5_xxl	man	0.0	1.3333333333333335
1421.0	flant5_xxl	man	0.0	-0.25
1422.0	flant5_xxl	man	0.0	-1.75
1423.0	flant5_xxl	man	0.0	-0.0
1424.0	flant5_xxl	man	0.0	-0.5
1425.0	flant5_xxl	man	0.0	-0.0
1426.0	flant5_xxl	man	0.0	-0.33333333333333304
1427.0	flant5_xxl	man	0.0	1.0
1428.0	flant5_xxl	man	0.0	-1.6
1429.0	flant5_xxl	man	0.0	-0.25
143.0	flant5_xxl	man	0.0	1.0
1430.0	flant5_xxl	man	0.0	2.0
1431.0	flant5_xxl	man	0.0	-0.0
1432.0	flant5_xxl	man	0.0	-0.5
1433.0	flant5_xxl	man	0.0	-0.0
1434.0	flant5_xxl	man	0.0	0.6666666666666667
1435.0	flant5_xxl	man	0.0	-0.0
1436.0	flant5_xxl	man	0.0	2.5
1437.0	flant5_xxl	man	0.0	-0.0
1438.0	flant5_xxl	man	0.0	1.2
1439.0	flant5_xxl	man	0.0	4.0
144.0	flant5_xxl	man	0.0	1.0
1440.0	flant5_xxl	man	0.0	1.7999999999999998
1441.0	flant5_xxl	man	0.0	-0.0
1442.0	flant5_xxl	man	0.0	3.0
1443.0	flant5_xxl	man	0.0	0.20000000000000018
1444.0	flant5_xxl	man	0.0	0.5
1445.0	flant5_xxl	man	0.0	-0.25
1446.0	flant5_xxl	man	0.0	-0.0
1447.0	flant5_xxl	man	0.0	-0.33333333333333326
1448.0	flant5_xxl	man	0.0	1.0
1449.0	flant5_xxl	man	0.0	1.0
145.0	flant5_xxl	man	0.0	1.7142857142857144
1450.0	flant5_xxl	man	0.0	0.5
1451.0	flant5_xxl	man	0.0	-0.0
1452.0	flant5_xxl	man	0.0	1.5
1453.0	flant5_xxl	man	0.0	1.0
1454.0	flant5_xxl	man	0.0	-0.6666666666666667
1455.0	flant5_xxl	man	0.0	-0.3999999999999999
1456.0	flant5_xxl	man	0.0	-0.0
1457.0	flant5_xxl	man	0.0	-0.0
1458.0	flant5_xxl	man	0.0	-1.0
1459.0	flant5_xxl	man	0.0	1.5
146.0	flant5_xxl	man	0.0	0.19999999999999996
1460.0	flant5_xxl	man	0.0	-0.0
1461.0	flant5_xxl	man	0.0	-0.6000000000000001
1462.0	flant5_xxl	man	0.0	0.5
1463.0	flant5_xxl	man	0.0	0.6666666666666667
1464.0	flant5_xxl	man	0.0	-0.0
1465.0	flant5_xxl	man	0.0	-0.33333333333333326
1466.0	flant5_xxl	man	0.0	-0.25
1467.0	flant5_xxl	man	0.0	-0.6000000000000001
1468.0	flant5_xxl	man	0.0	1.75
1469.0	flant5_xxl	man	0.0	1.75
147.0	flant5_xxl	man	0.0	1.0
1470.0	flant5_xxl	man	0.0	-2.0
1471.0	flant5_xxl	man	0.0	1.0
1472.0	flant5_xxl	man	0.0	0.8
1473.0	flant5_xxl	man	0.0	3.0
1474.0	flant5_xxl	man	0.0	-0.5
1475.0	flant5_xxl	man	0.0	1.0
1476.0	flant5_xxl	man	0.0	1.0
1477.0	flant5_xxl	man	0.0	-0.16666666666666674
1478.0	flant5_xxl	man	0.0	-0.33333333333333326
1479.0	flant5_xxl	man	0.0	-0.0
148.0	flant5_xxl	man	0.0	1.0
1480.0	flant5_xxl	man	0.0	0.2857142857142858
1481.0	flant5_xxl	man	0.0	0.8571428571428568
1482.0	flant5_xxl	man	0.0	3.75
1483.0	flant5_xxl	man	0.0	-0.0
1484.0	flant5_xxl	man	0.0	-1.0
1485.0	flant5_xxl	man	0.0	-0.0
1486.0	flant5_xxl	man	0.0	1.3333333333333333
1487.0	flant5_xxl	man	0.0	-0.25
1488.0	flant5_xxl	man	0.0	3.0
1489.0	flant5_xxl	man	0.0	-0.25
149.0	flant5_xxl	man	0.0	0.5
1490.0	flant5_xxl	man	0.0	-0.0
1491.0	flant5_xxl	man	0.0	0.3999999999999999
1492.0	flant5_xxl	man	0.0	-0.3999999999999999
1493.0	flant5_xxl	man	0.0	-0.16666666666666674
1494.0	flant5_xxl	man	0.0	1.3333333333333333
1495.0	flant5_xxl	man	0.0	0.20000000000000018
1496.0	flant5_xxl	man	0.0	0.3999999999999999
1497.0	flant5_xxl	man	0.0	3.0
1498.0	flant5_xxl	man	0.0	-1.25
1499.0	flant5_xxl	man	0.0	2.25
15.0	flant5_xxl	man	0.0	1.0
150.0	flant5_xxl	man	0.0	-0.0
151.0	flant5_xxl	man	0.0	
152.0	flant5_xxl	man	0.0	1.0
153.0	flant5_xxl	man	0.0	1.5
154.0	flant5_xxl	man	0.0	0.8333333333333333
155.0	flant5_xxl	man	0.0	-1.0
156.0	flant5_xxl	man	0.0	-1.0
157.0	flant5_xxl	man	0.0	1.0
