,label,man_score,woman_score,white_score,black_score,asian_score,flant5_xxl_base,flant5_xxl_male,flant5_xxl_female,flant5_xxl_white,flant5_xxl_black,flant5_xxl_asian,flan_ul2_base,flan_ul2_male,flan_ul2_female,flan_ul2_white,flan_ul2_black,flan_ul2_asian,tulu2_7b_base,tulu2_7b_male,tulu2_7b_female,tulu2_7b_white,tulu2_7b_black,tulu2_7b_asian,tulu2_13b_base,tulu2_13b_male,tulu2_13b_female,tulu2_13b_white,tulu2_13b_black,tulu2_13b_asian,gpt35_base,gpt35_male,gpt35_female,gpt35_white,gpt35_black,gpt35_asian,gpt4_base,gpt4_male,gpt4_female,gpt4_white,gpt4_black,gpt4_asian
flant5_xxl_black,0.5929909481056643,0.5099603944915532,0.5127410065060246,0.5780133479020543,0.36439734468805346,0.32290420293015837,0.823268812858052,0.8087966036290195,0.8175788733469492,0.8687124266388581,1.0,0.8567035392445905,0.6070263553101607,0.6068361264386655,0.5961936366806004,0.607575266090526,0.6100462258061905,0.5711012581566487,0.5108578329760898,0.49842131746334156,0.4865300735290172,0.5120392385020899,0.5077353383517593,0.5184972796083798,0.5389251164228452,0.459082678718794,0.4612855247163955,0.4318331013657542,0.450646765122653,0.428863566241441,0.5953097361549022,0.53808410256904,0.5381001371934475,0.4609722226509095,0.5320952985472329,0.4988259059994127,0.6217262630627868,0.559817097910559,0.5324512454569332,0.47035114727885063,0.3950094867514917,0.38588107282185374
flant5_xxl_asian,0.6302163884986435,0.5349833841843766,0.5478798680806379,0.6082045186126138,0.4096721996786086,0.348800216499086,0.9186006385395327,0.9187933454757375,0.9261677438523003,0.8800565845904587,0.8567035392445905,1.0,0.704462470618581,0.6971634262275958,0.6944026911524211,0.6604079159169596,0.6068350050957382,0.5914422272615261,0.5537214029172602,0.544750486643889,0.5328012037638657,0.5233075421923736,0.508129057371108,0.53223806649184,0.557387228831273,0.4551412970881337,0.4570092362968727,0.44118478417442764,0.4383876907641074,0.40693115590737694,0.6220497047967597,0.5563989292231875,0.5586506143720107,0.4511276469747065,0.5029052300315325,0.4804450013823937,0.6758612031089346,0.5608582681664837,0.5313487672740924,0.4492903815270146,0.3536630286136995,0.36631836699705045
flan_ul2_base,0.5992137656423059,0.5041695312578173,0.5267648924638613,0.5754859983861424,0.3658734367253837,0.39580011849255164,0.6932855594839162,0.6969670827402185,0.7098123206372295,0.6340773024073937,0.6070263553101607,0.704462470618581,1.0,0.9096695514671755,0.8957815720219758,0.8324349187664687,0.6694599497091038,0.62386828796791,0.5488009713213086,0.5223842032672742,0.5344914180156091,0.5035745263586514,0.4954630384572114,0.5181356068677279,0.48377388931945065,0.4025309186684352,0.4062676007085333,0.4253119101123207,0.4054401101376144,0.3828682122530281,0.5616763701675072,0.4945493709866929,0.5120400446829474,0.42689123061734463,0.4374023033510357,0.46107493221515655,0.6295786420622078,0.47647480301858225,0.4665803992291299,0.3678424116466735,0.29361755545793294,0.30285516587106415
flan_ul2_male,0.5729758474283451,0.495999280399002,0.49107590363817266,0.551038956793859,0.34548351732054744,0.3695571234698089,0.6812210786701209,0.6879981622955694,0.7046076423417145,0.6266788736909555,0.6068361264386655,0.6971634262275958,0.9096695514671755,1.0,0.9176483246375691,0.8143744208794463,0.6484157134787673,0.5962259107349651,0.5068231406081007,0.4680548863743716,0.4816710801026364,0.4611803188219043,0.4619871227633034,0.49068329658431276,0.4645858328868626,0.3833572692108082,0.3794107006832435,0.40306708936768976,0.40403821542613355,0.3646049441341314,0.5336829832298123,0.47521104312895335,0.49076565851921133,0.3940864085711335,0.413929765475279,0.4372152858403356,0.6181309643405652,0.4594207626660049,0.46275416323101715,0.34995538729784803,0.27914970885697976,0.2915378231528033
flan_ul2_female,0.5629055850996536,0.4861893437406697,0.48318360905796726,0.5440088078655332,0.33781234217197714,0.37031336825853267,0.673292540963896,0.6804121008416975,0.7001296264704254,0.6227006148716911,0.5961936366806004,0.6944026911524211,0.8957815720219758,0.9176483246375691,1.0,0.8224588923116005,0.6640416196404528,0.6226428076286838,0.4963862795061104,0.4739820315279487,0.481632978825689,0.4622321590274174,0.453518478936417,0.47818797540510627,0.47434572865245817,0.3818189931897667,0.37337818766616365,0.4112372239071885,0.396240097523358,0.3541855212648349,0.524806790854423,0.4730208704414377,0.4855403004995969,0.3874345541044711,0.40090711893662195,0.4249003629655418,0.6096836336751937,0.4660886609110531,0.4740177154906424,0.3506262791277137,0.2792788669064814,0.30357777081414616
flan_ul2_white,0.5580621230876116,0.4972174082362768,0.47339797196468814,0.5313268855701476,0.3591534997362781,0.3937482814057905,0.6340664760872088,0.6363149083931111,0.6478445754339901,0.6261973088355627,0.607575266090526,0.6604079159169596,0.8324349187664687,0.8143744208794463,0.8224588923116005,1.0,0.7333925123432393,0.6811444600987607,0.4818401359364806,0.4581377690144459,0.4725141654498353,0.46568016666359985,0.4523030884401731,0.473998292591194,0.44280428501955954,0.3638460694725996,0.3713331396675038,0.4039112544914615,0.374681093316582,0.34187608764857547,0.5298426231385549,0.4736626512799339,0.4870129270892788,0.4179256124607973,0.45691595676626356,0.45302478630523607,0.605396683827591,0.4821632572721038,0.47582729047852856,0.3864704543407626,0.31601410175578626,0.32810257632828815
flan_ul2_black,0.4932662462760658,0.4270228697967105,0.4232306254312573,0.47054208102585043,0.30840647988821196,0.34448131523372144,0.5841855345550855,0.5876569814063657,0.5966226209971827,0.5920847229935404,0.6100462258061905,0.6068350050957382,0.6694599497091038,0.6484157134787673,0.6640416196404528,0.7333925123432393,1.0,0.7541713705994595,0.40601794666145313,0.38245543461947473,0.39108996452591255,0.4082525313819117,0.3957052008807653,0.42041292403342323,0.4689337809700661,0.3738789293114438,0.3674279685128367,0.3897428043463822,0.390106160500136,0.34616110320584187,0.4594283503250604,0.42707332511241664,0.41667482654832755,0.36214868267646416,0.4226121713436317,0.41899022616185366,0.5080963848468364,0.4334634249505875,0.4275502240928406,0.37776261488460616,0.33718864959943146,0.3369738407601869
flan_ul2_asian,0.5026798167075456,0.446437523850967,0.42521669967688924,0.4867671909413926,0.30960222236400126,0.344964074328234,0.5492579161290463,0.5585016544057533,0.5618274292167594,0.5859948037831659,0.5711012581566487,0.5914422272615261,0.62386828796791,0.5962259107349651,0.6226428076286838,0.6811444600987607,0.7541713705994595,1.0,0.3763214351502856,0.3671629430814464,0.3568048871637644,0.371638588586641,0.36076587142792854,0.3673352123108406,0.44791789602903254,0.36945317707905123,0.39378555686859135,0.38885119866721135,0.3756257277047863,0.36815861623750046,0.4628726258134769,0.41902667231942264,0.4244292892241989,0.3624469311841331,0.41113356041182614,0.4261942209079601,0.5208598000354877,0.4846683782086161,0.47486159178875786,0.43138224535958924,0.3815321462834551,0.40555607052844617
tulu2_7b_base,0.5096203786170137,0.42237006027598173,0.44539699784806813,0.5029648550174401,0.2975762915974808,0.2946989807205615,0.5589967730878946,0.5297771311630002,0.5481210794821204,0.5105485252069696,0.5108578329760898,0.5537214029172602,0.5488009713213086,0.5068231406081007,0.4963862795061104,0.4818401359364806,0.40601794666145313,0.3763214351502856,1.0,0.8456347410799017,0.8463457647825491,0.7922863172392415,0.7435653638523302,0.7531890326770441,0.41603534539100445,0.4341561719037527,0.4823468094789315,0.4367151401068,0.4666648661183167,0.442907073718335,0.5612586524429094,0.5205615641715131,0.49621957415141066,0.3897767980720021,0.39948259139076003,0.4112241819628214,0.5026333952022534,0.39136356414557055,0.3848873757011996,0.29670819863662573,0.23003629133045264,0.24120210731322278
tulu2_7b_male,0.4897901686010408,0.41669216654712177,0.42347152301110474,0.48624381379324866,0.2728738259148599,0.27226689904578233,0.5443919422539574,0.5233994827765228,0.5357232584334252,0.49560408798463784,0.49842131746334156,0.544750486643889,0.5223842032672742,0.4680548863743716,0.4739820315279487,0.4581377690144459,0.38245543461947473,0.3671629430814464,0.8456347410799017,1.0,0.8636084370124391,0.8037980537675256,0.7038475843099021,0.7321576985783596,0.43335993231820497,0.4416798379487323,0.47531883535219555,0.42596571136499856,0.44809321767274307,0.42805010435732793,0.5338462625515468,0.4797818042234772,0.458451791533054,0.353525234904449,0.3486694516233369,0.36536281936315135,0.5064300066672537,0.41265656701310294,0.3954852651429725,0.3138300255385085,0.24535049613892454,0.25626100171099697
tulu2_7b_female,0.48611981715896563,0.4071402120060726,0.42663758188819,0.48008804823012347,0.28427344118716524,0.28358704960968234,0.5325609104754966,0.5088652261379731,0.5231375599222701,0.48914477273885615,0.4865300735290172,0.5328012037638657,0.5344914180156091,0.4816710801026364,0.481632978825689,0.4725141654498353,0.39108996452591255,0.3568048871637644,0.8463457647825491,0.8636084370124391,1.0,0.82200973582839,0.7723670448629114,0.7813107821348779,0.44186499243984895,0.45598803583904285,0.48760044644677825,0.45135840209147426,0.45061967084083837,0.4337796406834498,0.5370363906108004,0.49654683838393593,0.4741570200995005,0.3642862732579907,0.3746019220850544,0.36652378281980585,0.4949666478458102,0.3996828733522226,0.3925923848505361,0.31139575294085736,0.24603178707766177,0.2556611502679444
tulu2_7b_white,0.4882449263339071,0.39967252494071226,0.4314264049107658,0.48928364282554043,0.2633909293569601,0.2783023291366743,0.5141294335595576,0.4962488644051745,0.5011827010047506,0.49685035409930883,0.5120392385020899,0.5233075421923736,0.5035745263586514,0.4611803188219043,0.4622321590274174,0.46568016666359985,0.4082525313819117,0.371638588586641,0.7922863172392415,0.8037980537675256,0.82200973582839,1.0,0.7933986279527488,0.7939075570356735,0.45125027142603735,0.45445046881106854,0.4798970345207872,0.4534075417289445,0.4758765484586462,0.4402778031749046,0.5706729979892806,0.5061717021893752,0.5003790258671018,0.4068807151119461,0.40832562841093173,0.39772333146966776,0.5145854211657773,0.431955830157359,0.4279125637552826,0.33180764491720866,0.2686721260056272,0.2765873686697583
tulu2_7b_black,0.4845413807758098,0.41078738699121653,0.4248413999659936,0.47824364079164844,0.2849336002987164,0.30345126066175415,0.4929933165489171,0.4783458343173993,0.4833027826891453,0.5027101556494682,0.5077353383517593,0.508129057371108,0.4954630384572114,0.4619871227633034,0.453518478936417,0.4523030884401731,0.3957052008807653,0.36076587142792854,0.7435653638523302,0.7038475843099021,0.7723670448629114,0.7933986279527488,1.0,0.9074443542754513,0.43083397497600123,0.4325233077320291,0.45620505401688066,0.42764019584827967,0.4541007494199898,0.4257971161484379,0.5665297723425727,0.5093062953870807,0.4892664319374021,0.3955149485497779,0.43012803418058987,0.4146830711249738,0.4996480581281837,0.4170203290780141,0.41684427559600074,0.3243459792111138,0.27074452416258143,0.2722154494071787
tulu2_7b_asian,0.4961628271977195,0.4082418450854541,0.44582178454883975,0.4913546225513295,0.29244113477019357,0.2960503932838152,0.533046411277751,0.5116006289879,0.5184999084715018,0.5169210165479335,0.5184972796083798,0.53223806649184,0.5181356068677279,0.49068329658431276,0.47818797540510627,0.473998292591194,0.42041292403342323,0.3673352123108406,0.7531890326770441,0.7321576985783596,0.7813107821348779,0.7939075570356735,0.9074443542754513,1.0,0.4581110376983125,0.44658622339442977,0.4725858352330584,0.4428349633852296,0.47223846700930977,0.4474468679975067,0.5897879241241304,0.535382902956679,0.5034517948602006,0.40820332199467607,0.441759970011749,0.40748540522059684,0.5268813898759437,0.42129734696649457,0.42650851738154466,0.3227700931104142,0.26446874518739866,0.26377848585240493
tulu2_13b_base,0.48221843155373495,0.4152686962801709,0.41616716734335696,0.47389856815852693,0.3042920630014032,0.28441188318350163,0.5483939325717324,0.5595553108161507,0.5543758254768067,0.5380029470286734,0.5389251164228452,0.557387228831273,0.48377388931945065,0.4645858328868626,0.47434572865245817,0.44280428501955954,0.4689337809700661,0.44791789602903254,0.41603534539100445,0.43335993231820497,0.44186499243984895,0.45125027142603735,0.43083397497600123,0.4581110376983125,1.0,0.6556610790476298,0.5572508702004086,0.6093818608633172,0.539487760115881,0.5315073737775012,0.4894077506765408,0.4345841065008881,0.4498017925307484,0.33342898522122544,0.35674279616499677,0.37271316848813024,0.5500536295011222,0.49450176704866733,0.48124596891460797,0.4157562578799451,0.3541963746055989,0.3484370750517092
tulu2_13b_male,0.41361240366321445,0.3522727477272844,0.35592067533096666,0.40212006507911224,0.24796962757068955,0.23921794241449307,0.45146356286135636,0.4413139128511451,0.44192386838773756,0.435916733360601,0.459082678718794,0.4551412970881337,0.4025309186684352,0.3833572692108082,0.3818189931897667,0.3638460694725996,0.3738789293114438,0.36945317707905123,0.4341561719037527,0.4416798379487323,0.45598803583904285,0.45445046881106854,0.4325233077320291,0.44658622339442977,0.6556610790476298,1.0,0.7540541233685566,0.6800722800101504,0.6210974058446411,0.630562097113629,0.4502847125242499,0.42683844915247154,0.3879018996389424,0.31303241745441157,0.33654935652170953,0.34854419092121824,0.44517931893047086,0.40455935532328835,0.3971340386414451,0.32191307260087937,0.26723964812905077,0.26831545066137896
tulu2_13b_female,0.4169525916764751,0.35037029924048085,0.3614456065718602,0.40981591500887976,0.23630942749739833,0.24206163729160016,0.4434787079711538,0.4285463699381819,0.44053092148081946,0.4420237681991385,0.4612855247163955,0.4570092362968727,0.4062676007085333,0.3794107006832435,0.37337818766616365,0.3713331396675038,0.3674279685128367,0.39378555686859135,0.4823468094789315,0.47531883535219555,0.48760044644677825,0.4798970345207872,0.45620505401688066,0.4725858352330584,0.5572508702004086,0.7540541233685566,1.0,0.6317886579482755,0.6390366077608975,0.6523501994241608,0.4570887843371954,0.4352215773267147,0.41889383757921367,0.35026270772085344,0.37621908425060846,0.36647807847831687,0.44818179041313005,0.4141384606316791,0.41143236257173477,0.3230827910583686,0.2613015042899419,0.2703730851653703
tulu2_13b_white,0.442498519759601,0.38876556844311033,0.37358665505831506,0.4327759114944813,0.25890621964863586,0.2921108297142175,0.4294614187359765,0.41385079464526414,0.41878950610207044,0.4235190549368565,0.4318331013657542,0.44118478417442764,0.4253119101123207,0.40306708936768976,0.4112372239071885,0.4039112544914615,0.3897428043463822,0.38885119866721135,0.4367151401068,0.42596571136499856,0.45135840209147426,0.4534075417289445,0.42764019584827967,0.4428349633852296,0.6093818608633172,0.6800722800101504,0.6317886579482755,1.0,0.6302975931921748,0.610550946577338,0.44830564239132414,0.42467457978388967,0.41041150338206506,0.3594124181306084,0.33619634724086844,0.40066993370624965,0.44178572454259973,0.4261476013472682,0.4033182768854128,0.36090680669807784,0.27747525923561145,0.2852065794947151
tulu2_13b_black,0.4269931392597722,0.3620314480103083,0.3661716047120646,0.4204665028538389,0.2472204155635198,0.24412256213773012,0.41790013156705375,0.39639555183736935,0.41573185444379485,0.4260550520887645,0.450646765122653,0.4383876907641074,0.4054401101376144,0.40403821542613355,0.396240097523358,0.374681093316582,0.390106160500136,0.3756257277047863,0.4666648661183167,0.44809321767274307,0.45061967084083837,0.4758765484586462,0.4541007494199898,0.47223846700930977,0.539487760115881,0.6210974058446411,0.6390366077608975,0.6302975931921748,1.0,0.7456596163977537,0.45247867590250984,0.4307495251060081,0.40285824982755936,0.3308089096218105,0.386971182179618,0.371787110450278,0.4614434551563033,0.41169157451118893,0.4096535121387002,0.3710077982433446,0.3182882055309425,0.3233044862898387
tulu2_13b_asian,0.43118872281969467,0.3596020510761008,0.36979544468743925,0.42308810721455337,0.26073459566742024,0.2709734959943038,0.3933296573874409,0.3769900041034456,0.3902843426344523,0.4050138387801369,0.428863566241441,0.40693115590737694,0.3828682122530281,0.3646049441341314,0.3541855212648349,0.34187608764857547,0.34616110320584187,0.36815861623750046,0.442907073718335,0.42805010435732793,0.4337796406834498,0.4402778031749046,0.4257971161484379,0.4474468679975067,0.5315073737775012,0.630562097113629,0.6523501994241608,0.610550946577338,0.7456596163977537,1.0,0.4296678907444459,0.41406008067899824,0.41495120865906415,0.3050391485244389,0.3597796212589526,0.4045635069315922,0.45573557769617123,0.4278434985250421,0.43237619922234344,0.3694341507041763,0.34914650546933235,0.3584972927608712
gpt35_base,0.6203918940802814,0.524355591371667,0.5436645314399717,0.6040269324982961,0.3884783381467869,0.38767714731904546,0.6161272698422247,0.5796025958477695,0.5984217126899309,0.6011511464438257,0.5953097361549022,0.6220497047967597,0.5616763701675072,0.5336829832298123,0.524806790854423,0.5298426231385549,0.4594283503250604,0.4628726258134769,0.5612586524429094,0.5338462625515468,0.5370363906108004,0.5706729979892806,0.5665297723425727,0.5897879241241304,0.4894077506765408,0.4502847125242499,0.4570887843371954,0.44830564239132414,0.45247867590250984,0.4296678907444459,1.0,0.7715948322668535,0.760994465003088,0.6415778520658187,0.6557703934845399,0.6818461634143965,0.6321456499335704,0.5365348349981489,0.527609782892646,0.428194487691278,0.3529431297971086,0.36079288848126395
gpt35_male,0.5539627088945869,0.46538756220754984,0.48342237566384944,0.5454112252845174,0.35911987265621,0.3209306491147436,0.5497564356569447,0.5280671417499982,0.5388180832695633,0.5318594787303702,0.53808410256904,0.5563989292231875,0.4945493709866929,0.47521104312895335,0.4730208704414377,0.4736626512799339,0.42707332511241664,0.41902667231942264,0.5205615641715131,0.4797818042234772,0.49654683838393593,0.5061717021893752,0.5093062953870807,0.535382902956679,0.4345841065008881,0.42683844915247154,0.4352215773267147,0.42467457978388967,0.4307495251060081,0.41406008067899824,0.7715948322668535,1.0,0.7907186651024083,0.712342342268014,0.7002967447175906,0.7365668684163083,0.580663751695619,0.4906117522087616,0.4936462835715941,0.3801113753527591,0.32827099776339885,0.33888887753630714
gpt35_female,0.6032692601517367,0.4919888051789,0.5402869107372908,0.5826309557475394,0.41847641495925547,0.3780508248644917,0.5464003514620525,0.5225760866248526,0.5379430149774799,0.5324928041290592,0.5381001371934475,0.5586506143720107,0.5120400446829474,0.49076565851921133,0.4855403004995969,0.4870129270892788,0.41667482654832755,0.4244292892241989,0.49621957415141066,0.458451791533054,0.4741570200995005,0.5003790258671018,0.4892664319374021,0.5034517948602006,0.4498017925307484,0.3879018996389424,0.41889383757921367,0.41041150338206506,0.40285824982755936,0.41495120865906415,0.760994465003088,0.7907186651024083,1.0,0.736254253177582,0.763238463527515,0.7875233917484863,0.6051250394205593,0.5242961512938046,0.5569927677899085,0.4339137033952717,0.3903753873830687,0.40638447975261904
gpt35_white,0.4959354190302196,0.4103135505371729,0.4227464196535387,0.46905171227896136,0.3404227485280829,0.3537605042896445,0.4454064658209259,0.41896913432539085,0.43394910291584887,0.4593801930833798,0.4609722226509095,0.4511276469747065,0.42689123061734463,0.3940864085711335,0.3874345541044711,0.4179256124607973,0.36214868267646416,0.3624469311841331,0.3897767980720021,0.353525234904449,0.3642862732579907,0.4068807151119461,0.3955149485497779,0.40820332199467607,0.33342898522122544,0.31303241745441157,0.35026270772085344,0.3594124181306084,0.3308089096218105,0.3050391485244389,0.6415778520658187,0.712342342268014,0.736254253177582,1.0,0.7883685250142654,0.790126673584801,0.4791278705974586,0.40692140299287033,0.40608285784753856,0.36701765135961806,0.3619462624018273,0.3613724170960793
gpt35_black,0.5234146039243152,0.4154021116948088,0.44462759940030966,0.4827356026330414,0.3000578321562813,0.3548193566617312,0.4549519805842343,0.4393804593917757,0.4705165680154352,0.5021265000676423,0.5320952985472329,0.5029052300315325,0.4374023033510357,0.413929765475279,0.40090711893662195,0.45691595676626356,0.4226121713436317,0.41113356041182614,0.39948259139076003,0.3486694516233369,0.3746019220850544,0.40832562841093173,0.43012803418058987,0.441759970011749,0.35674279616499677,0.33654935652170953,0.37621908425060846,0.33619634724086844,0.386971182179618,0.3597796212589526,0.6557703934845399,0.7002967447175906,0.763238463527515,0.7883685250142654,1.0,0.8170041811951961,0.5269566452638962,0.4323747381323059,0.44950093169729727,0.4084670861491609,0.4280009743398373,0.4427826607833629
